Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
53404774,The Doctors Blackwell: How Two Pioneering Sisters Brought Medicine to Women and Women to Medicine,Janice P. Nimura,"Nimura, Janice P.",,"=""0393635546""","=""9780393635546""",0,3.59,W. W. Norton & Company,Hardcover,336,2021,2021,,2021/11/15,to-read,to-read (#129),to-read,,,,0,0
34273236,Little Fires Everywhere,Celeste Ng,"Ng, Celeste",,"=""0735224293""","=""9780735224292""",3,4.07,Penguin Press,Hardcover,338,2017,2017,2021/11/12,2020/11/18,,,read,,,,1,0
55813987,Wrapped Up in You,Talia Hibbert,"Hibbert, Talia",,"=""1774532646""","=""9781774532645""",0,3.54,Kobo Originals,ebook,127,2020,2020,,2021/11/04,to-read,to-read (#128),to-read,,,,0,0
54814872,The Soul of a Woman,Isabel Allende,"Allende, Isabel",,"=""0593401433""","=""9780593401439""",0,4.03,Random House Large Print,Paperback,240,2021,2020,2021/10/27,2021/10/22,,,read,,,,1,0
42775752,The Only Black Girls in Town,Brandy Colbert,"Colbert, Brandy",,"=""""","=""""",4,4.20,"Little, Brown Books for Young Readers",Kindle Edition,368,2020,2020,2021/10/22,2021/03/25,,,read,,,,1,0
29430725,How to Talk So Little Kids Will Listen: A Survival Guide to Life with Children Ages 2-7,Joanna Faber,"Faber, Joanna",Julie King,"=""1501131656""","=""9781501131653""",4,4.39,Scribner,Hardcover,385,2017,2017,2021/10/18,2021/03/04,,,read,,,,1,0
55926761,Blackout,Dhonielle Clayton,"Clayton, Dhonielle","Tiffany D. Jackson, Nic Stone, Angie Thomas, Ashley Woodfolk, Nicola Yoon","=""0063088096""","=""9780063088092""",3,3.87,Quill Tree Books,Hardcover,256,2021,2021,2021/10/12,2021/06/22,,,read,,,,1,0
35919863,"Heart of the Fae (The Otherworld, #1)",Emma Hamm,"Hamm, Emma",,"=""0999424424""","=""9780999424421""",0,3.83,Emma Hamm,ebook,350,2017,2017,,2021/10/01,to-read,to-read (#127),to-read,,,,0,0
50896720,Singular Sensation: The Triumph of Broadway,Michael Riedel,"Riedel, Michael",,"=""1501166646""","=""9781501166648""",4,4.09,Avid Reader Press / Simon & Schuster,Kindle Edition,346,2020,2020,2021/09/28,2021/08/28,,,read,,,,1,0
6900,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",Mitch Albom,"Albom, Mitch",,"=""""","=""""",4,4.20,Warner,Paperback,210,2000,1997,2021/09/07,2021/04/30,,,read,,,,1,0
24178,Charlotte’s Web,E.B. White,"White, E.B.","Garth Williams, Rosemary Wells","=""0064410935""","=""9780064410939""",4,4.21,HarperCollinsPublishers,Paperback,184,2001,1952,2021/08/31,2021/04/01,,,read,,,,1,0
35133922,Educated,Tara Westover,"Westover, Tara",,"=""0399590501""","=""9780399590504""",5,4.47,Random House,Hardcover,352,2018,2018,2021/08/27,2020/10/12,,,read,,,,1,0
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""""","=""""",0,4.12,Harper,Mass Market Paperback,417,2003,1967,,2021/08/21,to-read,to-read (#126),to-read,,,,0,0
51931067,Felix Ever After,Kacen Callender,"Callender, Kacen",,"=""0062820257""","=""9780062820259""",0,4.22,Balzer + Bray,Hardcover,368,2020,2020,,2021/08/20,to-read,to-read (#125),to-read,,,,0,0
20309175,My True Love Gave to Me: Twelve Holiday Stories,Stephanie Perkins,"Perkins, Stephanie","Holly Black, Ally Carter, Matt de la Peña, Gayle Forman, Jenny Han, David Levithan, Kelly Link, Myra McEntire, Rainbow Rowell, Laini Taylor, Kiersten White, Jim Tierney","=""1250059305""","=""9781250059307""",0,3.65, St. Martin’s Griffin,Hardcover,336,2014,2014,,2021/08/20,to-read,to-read (#124),to-read,,,,0,0
55276648,The Reading List,Sara Nisha Adams,"Adams, Sara Nisha",,"=""0063025280""","=""9780063025288""",0,4.06,William Morrow,Hardcover,368,2021,2021,,2021/08/20,to-read,to-read (#123),to-read,,,,0,0
50892240,They Never Learn,Layne Fargo,"Fargo, Layne",,"=""1982132027""","=""9781982132026""",4,3.90,Gallery/Scout Press,Hardcover,378,2020,2020,2021/08/20,2021/04/15,,,read,,,,1,0
51737,The Truth About Forever,Sarah Dessen,"Dessen, Sarah",,"=""0142406252""","=""9780142406250""",3,4.12,Penguin Group Inc.,Paperback,374,2004,2004,2021/08/14,2020/10/05,,,read,,,,2,0
3103,Maurice,E.M. Forster,"Forster, E.M.",,"=""0393310329""","=""9780393310320""",0,4.08,W. W. Norton  Company,Paperback,256,2005,1971,,2021/08/13,to-read,to-read (#122),to-read,,,,0,0
35965482,"Middlegame (Alchemical Journeys, #1)",Seanan McGuire,"McGuire, Seanan",,"=""1250195519""","=""9781250195517""",0,4.01,Tor.com Publishing,Kindle Edition,492,2019,2019,2021/08/06,2021/05/20,,,read,I’m so overwhelmed by this book I can’t come up with a rating. Still not sure I processed what half of it was actually about. I think I liked it?,,,1,0
36199084,"The Kiss Quotient (The Kiss Quotient, #1)",Helen  Hoang,"Hoang, Helen",,"=""0451490819""","=""""",3,3.87,Berkley,Kindle Edition,323,2018,2018,2021/08/01,2020/11/20,,,read,,,,1,0
6689,James and the Giant Peach,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0375814248""","=""9780375814242""",4,4.04,Alfred A. Knopf ,Hardcover,176,2002,1961,2021/07/15,2020/10/27,,,read,,,,1,0
33294200,The Poet X,Elizabeth Acevedo,"Acevedo, Elizabeth",,"=""""","=""""",5,4.37,HarperTeen ,Kindle Edition,368,2018,2018,2021/07/12,2021/07/06,,,read,,,,1,0
43521785,"Bringing Down the Duke (A League of Extraordinary Women, #1)",Evie Dunmore,"Dunmore, Evie",,"=""1984805681""","=""9781984805683""",3,3.93,Berkley,Paperback,335,2019,2019,2021/07/09,2021/02/10,,,read,,,,1,0
106264,"Sarah, Plain and Tall (Sarah, Plain and Tall, #1)",Patricia MacLachlan,"MacLachlan, Patricia",,"=""0618062416""","=""9780618062416""",0,3.84,Houghton Mifflin,Paperback,64,2001,1985,,2020/10/04,,,read,,,,1,0
55577687,"Incense and Sensibility (The Rajes, #3)",Sonali Dev,"Dev, Sonali",,"=""006305180X""","=""9780063051805""",0,3.73,William Morrow Paperbacks,Paperback,400,2021,2021,,2021/07/02,to-read,to-read (#119),to-read,,,,0,0
55655107,Objects of Desire: Stories,Clare Sestanovich,"Sestanovich, Clare",,"=""0593318099""","=""9780593318096""",0,3.32,Knopf,Hardcover,224,2021,2021,,2021/06/29,to-read,to-read (#118),to-read,,,,0,0
44575111,King and the Dragonflies (Scholastic Gold),Kacen Callender,"Callender, Kacen",,"=""1338129333""","=""9781338129335""",4,4.31,Scholastic Press,Hardcover,272,2020,2020,2021/06/27,2021/02/10,,,read,,,,1,0
43521666,The Queens of Animation: The Untold Story of the Women Who Transformed the World of Disney and Made Cinematic History,Nathalia Holt,"Holt, Nathalia",,"=""0316439150""","=""9780316439152""",4,4.18,"Little, Brown and Company",Hardcover,379,2019,2019,2021/06/25,2020/12/01,,,read,,,,1,0
33158541,"The Wicker King (The Wicker King, #1)",K. Ancrum,"Ancrum, K.",,"=""1250101549""","=""9781250101549""",4,3.97,Imprint,Hardcover,305,2017,2017,2021/06/14,2021/05/06,,,read,,,,1,0
43386063,Kindness and Wonder: Why Mister Rogers Matters Now More Than Ever,Gavin Edwards,"Edwards, Gavin",,"=""0062950754""","=""9780062950758""",0,4.19,Dey Street Books,Kindle Edition,224,2019,2019,2021/06/05,2020/10/28,,,read,,,,1,0
52516332,Clap When You Land,Elizabeth Acevedo,"Acevedo, Elizabeth",,"=""0062882767""","=""9780062882769""",5,4.22,HarperTeen ,Hardcover,432,2020,2020,2021/06/02,2021/05/20,,,read,,,,1,0
9460487,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,"Riggs, Ransom",,"=""1594744769""","=""9781594744761""",3,3.92,Quirk,Hardcover,352,2011,2011,2021/05/30,2020/10/04,,,read,,,,1,0
45155609,Yes No Maybe So,Becky Albertalli,"Albertalli, Becky",Aisha Saeed,"=""0062937049""","=""9780062937049""",0,3.71,Balzer + Bray,Hardcover,436,2020,2020,,2021/05/26,to-read,to-read (#116),to-read,,,,0,0
28220826,When the Moon Was Ours,Anna-Marie McLemore,"McLemore, Anna-Marie",,"=""125005866X""","=""9781250058669""",0,3.88,Thomas Dunne Books,Hardcover,273,2016,2016,,2021/05/24,to-read,to-read (#113),to-read,,,,0,0
43884209,"Get a Life, Chloe Brown (The Brown Sisters, #1)",Talia Hibbert,"Hibbert, Talia",,"=""0062941208""","=""9780062941206""",4,3.79,Avon,Paperback,369,2019,2019,2021/02/10,2020/12/20,favorites,favorites (#3),read,"So much fun! Red is a dream and Chloe is incredibly relatable. Pretty darn steamy, too, so heads up for that. Looking forward to the next book!",,,1,0
3431,The Five People You Meet in Heaven,Mitch Albom,"Albom, Mitch",,"=""0786868716""","=""9780786868711""",5,4.01,Hyperion,Hardcover,196,2003,2003,2020/11/13,2020/10/05,favorites,favorites (#2),read,,,,1,0
36952571,The Weight of the Stars,K. Ancrum,"Ancrum, K.",,"=""1250101638""","=""9781250101631""",5,3.94,Imprint,Hardcover,384,2019,2019,2021/05/05,2021/03/30,favorites,favorites (#1),read,"I devoured this book in 3 days. Original, heartbreaking and uplifting. Read this.",,,1,0
51791252,The Vanishing Half,Brit Bennett,"Bennett, Brit",,"=""0525536299""","=""9780525536291""",4,4.12,Riverhead Books,Hardcover,343,2020,2020,2021/05/23,2021/05/06,,,read,,,,1,0
51054227,"Meet Cute Club (Sweet Rose, #1)",Jack Harbon,"Harbon, Jack",,"=""""","=""""",2,3.23,Jack Harbon,Kindle Edition,232,2020,2020,2021/05/17,2021/01/14,,,read,,,,1,0
35707056,Undead Girl Gang,Lily  Anderson,"Anderson, Lily",,"=""0451478231""","=""9780451478238""",0,3.75,Razorbill ,Hardcover,320,2018,2018,,2021/05/12,to-read,to-read (#112),to-read,,,,0,0
40864790,Pumpkinheads,Rainbow Rowell,"Rowell, Rainbow","Faith Erin Hicks, Sarah Stern","=""125031285X""","=""9781250312853""",4,4.01,First Second,Hardcover,209,2019,2019,,2020/10/04,,,read,,,,1,0
38980,"The Princess Diaries (The Princess Diaries, #1)",Meg Cabot,"Cabot, Meg",,"=""0613371658""","=""9780613371650""",0,3.81,Turtleback,Library Binding,283,2001,2000,,2020/10/27,to-read,to-read (#63),to-read,,,,0,0
100915,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.","Tormod Haugen, Per Svein Paulsen","=""""","=""""",0,4.24,HarperCollins Publishers,Paperback,206,2005,1950,,2021/04/01,to-read,to-read (#101),to-read,,,,0,0
34051011,Pachinko,Min Jin Lee,"Lee, Min Jin",,"=""""","=""""",0,4.34,Grand Central Publishing,Kindle Edition,496,2017,2017,,2021/05/06,to-read,to-read (#110),to-read,,,,0,0
50729853,Watch Over Me,Nina LaCour,"LaCour, Nina",,"=""0593108973""","=""9780593108970""",4,3.83,Dutton Books for Young Readers,Hardcover,264,2020,2020,2021/05/11,2021/03/30,,,read,,,,1,0
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",0,4.23,Crown Publishers,Hardcover,480,2011,2011,,2021/05/06,to-read,to-read (#111),to-read,,,,0,0
38990,Fun Home: A Family Tragicomic,Alison Bechdel,"Bechdel, Alison",,"=""0618477942""","=""9780618477944""",4,4.07,Houghton Mifflin Company,Hardcover,232,2006,2006,2021/05/05,2020/10/12,,,read,,,,1,0
18813642,Bad Feminist,Roxane Gay,"Gay, Roxane",,"=""0062282719""","=""9780062282712""",0,3.92,Harper Perennial,Paperback,320,2014,2014,2021/05/02,2021/02/10,,,read,,,,1,0
51824384,"Act Your Age, Eve Brown (The Brown Sisters, #3)",Talia Hibbert,"Hibbert, Talia",,"=""0062941283""","=""9780062941282""",4,4.08,Avon,ebook,400,2021,2021,2021/04/23,2021/02/10,,,read,,,,1,0
99107,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",A.A. Milne,"Milne, A.A.",Ernest H. Shepard,"=""0525467564""","=""9780525467564""",4,4.38,Dutton Juvenile,Hardcover,161,2001,1926,2021/04/18,2021/04/01,,,read,,,,1,0
39897752,Lost in the Never Woods,Aiden Thomas,"Thomas, Aiden",,"=""125031397X""","=""9781250313973""",0,3.70,Swoon Reads,Hardcover,384,2021,2021,,2021/04/17,to-read,to-read (#107),to-read,,,,0,0
52339313,"Cemetery Boys (Cemetery Boys, #1)",Aiden Thomas,"Thomas, Aiden",,"=""1250250463""","=""9781250250469""",4,4.24,Swoon Reads,Hardcover,344,2020,2020,2021/04/17,2021/01/20,,,read,Slow start with a wonderful pay off. Spectacular representation with memorable characters.,,,1,0
20820994,I'll Give You the Sun,Jandy Nelson,"Nelson, Jandy",,"=""0803734964""","=""9780803734968""",0,4.15,Dial Books,Hardcover,371,2014,2014,,2021/04/15,to-read,to-read (#106),to-read,,,,0,0
6224935,This is Where I Leave You,Jonathan Tropper,"Tropper, Jonathan",,"=""052595127X""","=""9780525951278""",3,3.88,Orion,Hardcover,339,2009,2003,2021/04/10,2021/01/26,,,read,"This was a bit too much for me. Too much misogyny, too much objectification, too many poor choices...just too much.<br/><br/>The touches of humor were needed and appreciated and there were some very sweet moments. Happily surprised by some LGBTQ rep.",,,1,0
21853621,The Nightingale,Kristin Hannah,"Hannah, Kristin",,"=""0312577222""","=""9780312577223""",0,4.64,St. Martin's Press,Hardcover,440,2015,2015,,2021/04/03,to-read,to-read (#102),to-read,,,,0,0
49976087,"Take a Hint, Dani Brown (The Brown Sisters, #2)",Talia Hibbert,"Hibbert, Talia",,"=""0062941259""","=""9780062941251""",3,4.00,Avon,ebook,400,2020,2020,2021/04/02,2021/02/08,,,read,3.5 ,,,1,0
4948,The Very Hungry Caterpillar,Eric Carle,"Carle, Eric",,"=""0241003008""","=""9780241003008""",0,4.34,Puffin Books,Board book,26,1994,1969,,2021/04/01,,,read,,,,1,0
24453082,Big Magic: Creative Living Beyond Fear,Elizabeth Gilbert,"Gilbert, Elizabeth",,"=""1594634718""","=""9781594634710""",0,3.96,Riverhead Books,Hardcover,276,2015,2015,,2021/03/28,to-read,to-read (#100),to-read,,,,0,0
48757,The Tao of Pooh,Benjamin Hoff,"Hoff, Benjamin",Ernest H. Shepard,"=""1405204265""","=""9781405204262""",3,4.01,Egmont Books,Paperback,176,2003,1982,2021/03/25,2020/10/05,,,read,,,,1,0
23677341,We Are the Ants,Shaun David Hutchinson,"Hutchinson, Shaun David",,"=""148144963X""","=""9781481449632""",5,4.10,Simon Pulse,Hardcover,455,2016,2016,2021/03/24,2020/10/10,,,read,,,,1,0
35099718,So You Want to Talk About Race,Ijeoma Oluo,"Oluo, Ijeoma",,"=""1580056776""","=""9781580056779""",5,4.48,Seal Press,Hardcover,248,2018,2018,2021/03/19,2020/11/18,,,read,,,,1,0
28110852,The Girl Who Drank the Moon,Kelly Barnhill,"Barnhill, Kelly",,"=""1616205679""","=""9781616205676""",3,4.11,"Little, Brown Books for Young Readers",Hardcover,388,2016,2016,2021/03/15,2021/01/29,,,read,"3.5 stars. Beautifully written with wonderful characters but, for such a long book, I wanted more? I’d love a full story on Ethyne and Glerk in the future. ",,,1,0
45010932,"Disfigured: On Fairy Tales, Disability, and Making Space",Amanda Leduc,"Leduc, Amanda",,"=""1552453952""","=""9781552453957""",0,4.07,Coach House Books,Paperback,253,2020,2020,,2021/03/05,to-read,to-read (#97),to-read,,,,0,0
32918898,"The Story of Arthur Truluv (Mason, #1)",Elizabeth Berg,"Berg, Elizabeth",,"=""1400069904""","=""9781400069903""",0,4.18,Random House,Hardcover,240,2017,2017,,2021/03/05,to-read,to-read (#96),to-read,,,,0,0
45448133,The Seep,Chana Porter,"Porter, Chana",,"=""1641290862""","=""9781641290869""",0,3.64,Soho Press,Hardcover,203,2020,2020,,2021/03/04,to-read,to-read (#95),to-read,,,,0,0
8909152,Attachments,Rainbow Rowell,"Rowell, Rainbow",,"=""""","=""""",2,3.87,Dutton,Hardcover,323,2011,2011,2021/03/04,2020/10/04,,,read,"Liked Lincoln in general but the concept is odd and not well fleshed out. Some of the language is cringy, too.",,,1,0
49960031,"Wow, No Thank You.: Essays",Samantha Irby,"Irby, Samantha",,"=""0525563482""","=""9780525563488""",5,3.81,Vintage,Paperback,319,2020,2020,2021/02/20,2020/12/30,,,read,,,,1,0
49789629,"The Year of the Witching (Bethel, #1)",Alexis Henderson,"Henderson, Alexis",,"=""0593099605""","=""9780593099605""",0,3.80,Ace ,Hardcover,368,2020,2020,,2021/02/18,to-read,to-read (#94),to-read,,,,0,0
50209372,The Kindest Lie,Nancy    Johnson,"Johnson, Nancy",,"=""0063005654""","=""9780063005655""",0,3.56,William Morrow,ebook,336,2021,2021,,2021/02/10,to-read,to-read (#93),to-read,,,,0,0
43124133,Ayesha at Last,Uzma Jalaluddin,"Jalaluddin, Uzma",,"=""""","=""""",0,3.86,Berkley Books,Paperback,368,2019,2018,,2021/02/10,to-read,to-read (#92),to-read,,,,0,0
52578297,The Midnight Library,Matt Haig,"Haig, Matt",,"=""0525559477""","=""9780525559474""",4,3.98,Viking,Hardcover,288,2020,2020,2021/02/07,2020/12/09,,,read,Really good. Not a book I’ll pick up again but an important read. Plenty of triggers so be prepared before picking it up. We all deserve a Mrs. Elm in our lives!,,,1,0
25883848,The Hating Game,Sally  Thorne,"Thorne, Sally",,"=""""","=""""",3,3.86,William Morrow Paperbacks,ebook,387,2016,2016,2021/02/02,2020/11/03,,,read,"The second half was so much stronger than the first, giving me that glorious angst I was looking for! The wedding, man. The wedding!",,,1,0
35247769,"Always and Forever, Lara Jean (To All the Boys I've Loved Before, #3)",Jenny Han,"Han, Jenny",,"=""1481430483""","=""9781481430487""",3,4.00,Simon & Schuster Books for Young Readers,Hardcover,325,2017,2017,2021/01/23,2020/11/16,,,read,"I enjoyed this book, the whole series really. Lara Jean is a lovely protagonist with her own style, a genuine sense of self, and an empathy unusual for kids her age. But I struggled with all of the apologizing. It wasn’t as severe in this book as the previous 2 but, my god, she made good choices and strong decisions, especially for a teenager, but the girl apologized left, right and center for everything. ",,,1,0
43521693,"The City We Became (Great Cities, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""0316509841""","=""9780316509848""",0,3.84,Orbit,Hardcover,437,2020,2020,,2021/01/14,to-read,to-read (#91),to-read,,,,0,0
22318578,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,"Kondō, Marie",,"=""1607747308""","=""9781607747307""",2,3.88,Ten Speed Press,Hardcover,224,2014,2010,2021/01/12,2020/11/23,,,read,"Some parts are extraordinarily helpful. Simple statements that I needed to read to realize. Other parts just aren’t happening and got, in my humble opinion, a bit ridiculous. Empty my purse every night? No thank you.",,,1,0
45047384,"The House in the Cerulean Sea (Cerulean Chronicles, #1)",T.J. Klune,"Klune, T.J.",,"=""""","=""""",4,4.37,Tor Books,Kindle Edition,394,2020,2020,2021/01/08,2020/12/21,,,read,"This book was so much fun! The last few chapters had me in tears. I hope Linus lives a long, happy life and would personally like to adopt all of those kids. My only complaint is the editing. The number of grammatical errors in my copy seemed excessive but obviously not a reflection of the author and their unique style. Totally recommend!",,,1,0
44019067,"The Bromance Book Club (Bromance Book Club, #1)",Lyssa Kay Adams,"Adams, Lyssa Kay",,"=""1984806106""","=""9781984806109""",0,3.86,Jove,Kindle Edition,352,2019,2019,,2021/01/06,to-read,to-read (#90),to-read,,,,0,0
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",3,4.42,Ballantine Books,Hardcover,384,2014,2011,2021/01/05,2020/10/04,,,read,"This was a tough book to read. I liked Mark’s character, especially his humor, but his log entries were so science-ridden (understandably so) that I got lost, confused or, sometimes, disinterested. The last third of the book was great since I really enjoyed the action at NASA and the characters there. ",,,1,0
50892338,"Legendborn (The Legendborn Cycle, #1)",Tracy Deonn,"Deonn, Tracy",,"=""1534441603""","=""9781534441606""",0,4.30,Margaret K. McElderry Books,Hardcover,502,2020,2020,,2020/12/30,to-read,to-read (#87),to-read,,,,0,0
42616620,A Beautiful Day in the Neighborhood: The Poetry of Mister Rogers (Mister Rogers Poetry Books),Fred Rogers,"Rogers, Fred",Luke Flowers,"=""168369113X""","=""9781683691136""",0,4.35,Quirk Books,Hardcover,144,2019,2019,,2020/11/18,,,read,,,,1,0
16181775,"The Rosie Project (Don Tillman, #1)",Graeme Simsion,"Simsion, Graeme",,"=""1476729085""","=""9781476729084""",3,4.01,Simon & Schuster,Hardcover,292,2013,2013,2020/12/21,2020/11/30,,,read,,,,1,0
52761909,The Paris Library,Janet Skeslien Charles,"Charles, Janet Skeslien",,"=""1982134194""","=""9781982134198""",0,4.06,Atria Books,Hardcover,368,2021,2021,,2020/12/20,to-read,to-read (#85),to-read,,,,0,0
49348458,I Was Told It Would Get Easier,Abbi Waxman,"Waxman, Abbi",,"=""0451491890""","=""9780451491893""",3,3.70,Berkley,Paperback,352,2020,2020,2020/12/17,2020/10/04,,,read,"Fun, easy read. Super relatable (uncomfortably so at times.) A little bummed there wasn’t more when Jessica and Emily returned home from the trip.",,,1,0
10032672,The Language of Flowers,Vanessa Diffenbaugh,"Diffenbaugh, Vanessa",,"=""034552554X""","=""9780345525543""",0,4.09,Ballantine Books,Hardcover,323,2011,2011,,2020/12/16,to-read,to-read (#83),to-read,,,,0,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""0060935464""","=""9780060935467""",4,4.26,Harper Perennial Modern Classics ,Paperback,323,2006,1960,2020/12/07,2020/10/04,,,read,,,,1,0
49113376,Let Your Heart Be Light,J.R. Lawrie,"Lawrie, J.R.",,"=""1948272296""","=""9781948272292""",0,4.19,Carnation Books,Kindle Edition,199,2019,2019,,2020/11/29,to-read,to-read (#80),to-read,,,,0,0
61549,Mr. Popper's Penguins,Richard Atwater,"Atwater, Richard","Florence Atwater, Robert Lawson","=""""","=""""",3,3.97,"Little, Brown and Company",Paperback,139,1992,1938,2020/11/25,2020/10/28,,,read,,,,1,0
14935,Sense and Sensibility,Jane Austen,"Austen, Jane","Ros Ballaster, Джейн Остин","=""0141439661""","=""9780141439662""",3,4.09,Penguin Books,Paperback,409,2003,1811,2020/11/23,2020/11/13,,,read,,,,1,0
25817162,America's First Daughter,Stephanie Dray,"Dray, Stephanie",Laura Kamoie,"=""""","=""""",0,4.23,William Morrow Paperbacks,Paperback,606,2016,2016,,2020/11/19,to-read,to-read (#79),to-read,,,,0,0
30653853,"The Upside of Unrequited (Simonverse, #2)",Becky Albertalli,"Albertalli, Becky",,"=""0062348701""","=""9780062348708""",0,3.89,HarperCollins,Hardcover,336,2017,2017,,2020/11/19,to-read,to-read (#78),to-read,,,,0,0
35743037,The Woman's Hour: The Great Fight to Win the Vote,Elaine F. Weiss,"Weiss, Elaine F.",,"=""0525429727""","=""9780525429722""",0,4.03,Viking,Hardcover,416,2018,2018,,2020/11/18,to-read,to-read (#77),to-read,,,,0,0
47281,Number the Stars,Lois Lowry,"Lowry, Lois",,"=""0440227534""","=""9780440227533""",0,4.19,Laurel Leaf,Mass Market Paperback,137,1998,1989,,2020/11/15,to-read,to-read (#76),to-read,,,,0,0
31122,I Capture the Castle,Dodie Smith,"Smith, Dodie",,"=""0312181108""","=""9780312181109""",0,3.99,St. Martin's Press,Hardcover,408,1998,1948,,2020/11/15,to-read,to-read (#75),to-read,,,,0,0
93,"Heidi (Heidi, #1-2)",Johanna Spyri,"Spyri, Johanna","Angelo Rinaldi, Beverly Cleary","=""0753454947""","=""9780753454947""",0,4.04,Kingfisher,Paperback,352,2002,1880,,2020/11/15,to-read,to-read (#74),to-read,,,,0,0
19302,"Pippi Longstocking (Pippi Långstrump, #1)",Astrid Lindgren,"Lindgren, Astrid","Michael Chesworth, Louis S. Glanzman, Florence Lamborn","=""0142402494""","=""9780142402498""",3,4.15,Puffin Books,Mass Market Paperback,160,2005,1945,2020/11/10,2020/10/05,,,read,,,,1,0
36687229,Hood Feminism: Notes from the Women That a Movement Forgot,Mikki Kendall,"Kendall, Mikki",,"=""""","=""""",4,4.36,Viking,Hardcover,267,2020,2020,2020/11/08,2020/10/04,,,read,,,,1,0
50892004,A Cuban Girl's Guide to Tea and Tomorrow,Laura Taylor Namey,"Namey, Laura Taylor",,"=""1534471243""","=""9781534471245""",0,3.74,Atheneum Books for Young Readers,Hardcover,308,2020,2020,,2020/11/04,to-read,to-read (#72),to-read,,,,0,0
48997636,Here the Whole Time,Vitor Martins,"Martins, Vitor",Larissa Helena,"=""1338620827""","=""9781338620825""",0,4.21,Scholastic Press,Hardcover,288,2020,2017,,2020/11/04,to-read,to-read (#71),to-read,,,,0,0
53174679,"Instant Karma (Instant Karma, #1)",Marissa Meyer,"Meyer, Marissa",,"=""1250618819""","=""9781250618818""",0,3.74,Feiwel & Friends,Hardcover,400,2020,2020,,2020/11/04,to-read,to-read (#70),to-read,,,,0,0
8683812,The Paris Wife,Paula McLain,"McLain, Paula",,"=""0345521307""","=""9780345521309""",0,3.82,Ballantine Books,Hardcover,336,2011,2011,,2020/11/03,,,read,,,,1,0
775597,"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",Esphyr Slobodkina,"Slobodkina, Esphyr",,"=""0064431436""","=""9780064431439""",0,4.17,HarperCollins,Paperback,48,2015,1940,,2020/10/28,,,read,,,,1,0
116591,The Wonderful Wizard of Oz: A Commemorative Pop-Up,Robert Sabuda,"Sabuda, Robert",L. Frank Baum,"=""0689817517""","=""9780689817519""",0,4.47,Little Simon,Hardcover,16,2001,2010,,2020/11/02,,,read,,,,1,0
11486,The Color Purple,Alice Walker,"Walker, Alice",,"=""""","=""""",5,4.28,Pocket,Paperback,295,2004,1982,2020/11/02,2020/10/04,,,read,,,,1,0
19161852,The Fifth Season (The Broken Earth #1),N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0,4.29,Orbit,Paperback,468,2015,2015,,2020/10/31,to-read,to-read (#69),to-read,,,,0,0
49960370,The Story of More: How We Got to Climate Change and Where to Go from Here,Hope Jahren,"Jahren, Hope",,"=""0525563385""","=""9780525563389""",0,4.14,Vintage,Paperback,210,2020,2020,,2020/10/30,,,read,,,,1,0
31314,Barnyard Dance,Sandra Boynton,"Boynton, Sandra",,"=""1563054426""","=""9781563054426""",0,4.26,Workman Kids,Board Book,24,1993,1993,,2020/10/29,,,read,,,,1,0
109949,"We're Different, We're the Same",Bobbi Jane Kates,"Kates, Bobbi Jane",Joe Mathieu,"=""0679832270""","=""9780679832270""",0,4.51,Random House Books for Young Readers,Paperback,32,1992,1992,,2020/10/29,,,read,,,,1,0
7268995,A Sick Day for Amos McGee (Caldecott Medal Winner),Philip C. Stead,"Stead, Philip C.",Erin E. Stead,"=""1596434023""","=""9781596434028""",5,4.26,Roaring Brook Press,Hardcover,32,2010,2010,,2020/10/29,,,read,,,,1,0
7531218,While The World Is Sleeping,Pamela Duncan Edwards,"Edwards, Pamela Duncan",Daniel Kirk,"=""0545017564""","=""9780545017565""",0,3.61,Orchard Books,Hardcover,32,2010,2010,,2020/10/29,,,read,,,,1,0
117140,Snuggle Puppy! (Boynton on Board),Sandra Boynton,"Boynton, Sandra",,"=""0761130675""","=""9780761130673""",0,4.30,Workman Kids,Board book,24,2003,2003,,2020/10/29,,,read,,,,1,0
